,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
223,25698586,https://www.airbnb.com/rooms/25698586,20240905174946,2024-09-05,city scrape,Hotel schip Johanna Engelina,"You will never forget your stay in this unique accommodation. Stay on this traditional Dutch clipper from 1897. Previously, the Johanna Engelina transported cargo using her sails. Nowadays, in the old cargo space, a comfortable guesthouse has been realized with all modern comforts. <br /><br />The ship is located on the NDSM property a stone's throw from the free ferries to Amsterdam Central Station.<br />If you want to come with more than 16 people,  contact us.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjU2OTg1ODY%3D/original/251d67f1-b25b-48c7-951e-34def62ad925.jpeg,57865143,https://www.airbnb.com/users/show/57865143,Laurens,2016-02-08,,,within a few hours,100%,70%,f,https://a0.muscache.com/im/pictures/user/3843b3d5-8d12-4d5b-ace5-287e509e40ce.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3843b3d5-8d12-4d5b-ace5-287e509e40ce.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone', 'work_email']",t,t,,Oud-Noord,,52.40046,4.89279,Houseboat,Entire home/apt,16,3.0,3 baths,10.0,33.0,"[""Dishes and silverware"", ""Toaster"", ""Paid parking on premises"", ""Bay view"", ""Body soap"", ""Dedicated workspace"", ""Coffee maker"", ""Patio or balcony"", ""Paid parking off premises"", ""Cooking basics"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Stove"", ""Sound system"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Microwave"", ""Clothing storage"", ""Refrigerator"", ""Canal view"", ""Wine glasses"", ""Extra pillows and blankets"", ""Free washer \u2013 In building"", ""Host greets you"", ""Oven"", ""Luggage dropoff allowed"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Shared beach access"", ""Dining table"", ""City skyline view"", ""Books and reading material"", ""Heating"", ""Harbor view"", ""River view"", ""Freezer"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",$900.00,2,7,2.0,2.0,7.0,7.0,2.0,7.0,,t,0,0,26,243,2024-09-05,18,5,0,2019-05-11,2024-04-28,4.44,4.67,4.39,4.17,4.39,4.61,4.28,Exempt,f,1,1,0,0,0.28
259,1104203343458282202,https://www.airbnb.com/rooms/1104203343458282202,20240905174946,2024-09-06,previous scrape,Fijne en ruime gezinswoning,"Entire 3 story house in Amsterdam north with 4 bedrooms! With garden at the front and back. A few minutes' walk from Noorderpark and Metro to the center. <br />This spacious house is located in the middle of a family-friendly neighborhood. There are no less than 3 bedrooms, and an attic with double bed with work space. The house is equipped with every comfort. In the bathroom is both a shower and a bath and the kitchen has a quooker.",Amsterdam Noord is a quiet neighborhood with lots of space and greenery but close to the city. Within a few minutes you are on central by metro. Cycling should take 10 minutes. <br />In Noord there are many good and nice restaurants and it offers plenty of swimming fun in summer.,https://a0.muscache.com/pictures/miso/Hosting-1104203343458282202/original/fd7d2829-80f6-4aa1-861b-7882b9d6fd69.jpeg,1211966,https://www.airbnb.com/users/show/1211966,Sophie,2011-09-26,"Amsterdam, Netherlands","Hello I am Sophie, from Amsterdam! I  Love travelling art and food",within a day,100%,33%,f,https://a0.muscache.com/im/pictures/user/5eb4e7f0-a89f-43cd-ab8d-14f5b3dac80f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5eb4e7f0-a89f-43cd-ab8d-14f5b3dac80f.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Oud-Noord,,52.39447662524678,4.916131522076864,Entire home,Entire home/apt,6,,1 bath,4.0,,"[""Paid parking on premises"", ""Smoke alarm"", ""Washer"", ""TV"", ""Dedicated workspace"", ""Outdoor dining area"", ""First aid kit"", ""BBQ grill"", ""Wifi"", ""Kitchen""]",,5,30,5.0,5.0,30.0,30.0,5.0,30.0,,t,0,0,0,0,2024-09-06,0,0,0,,,,,,,,,,0363 3941 098E 733E 1E07,f,1,1,0,0,
275,1109140850282254913,https://www.airbnb.com/rooms/1109140850282254913,20240905174946,2024-09-06,previous scrape,Idyllic family house with garden,"Experience the warmth of our home at the Stoombootweg in De Kadoelen! Nestled in a serene setting, our idyllic family home boasts a spacious garden, perfect for relaxation, family time and outdoor gatherings. Situated just a stone's throw away from the subway and ferry, guests enjoy seamless connectivity to explore the city's treasures. Whether you're seeking urban adventures or tranquil retreats, our home offers the perfect balance for your stay. Welcome to your home away from home!",,https://a0.muscache.com/pictures/miso/Hosting-1109140850282254913/original/7698f62d-798a-4830-9ab8-c988635c8593.jpeg,5624529,https://www.airbnb.com/users/show/5624529,Marieke,2013-03-25,"Amsterdam, Netherlands","Hobby's: field-hockey, skiing, shopping'
",,,60%,f,https://a0.muscache.com/im/pictures/user/User-5624529/original/c76985c3-707b-4db7-b13d-ba51db5a60c9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-5624529/original/c76985c3-707b-4db7-b13d-ba51db5a60c9.jpeg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,,Noord-West,,52.41749,4.90191,Entire home,Entire home/apt,6,,1.5 baths,3.0,,"[""Dishes and silverware"", ""Toaster"", ""Barbecue utensils"", ""Washer"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Cooking basics"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Hot water"", ""Smoke alarm"", ""Blender"", ""Refrigerator"", ""Free parking on premises"", ""Bathtub"", ""Coffee maker: Nespresso"", ""Oven"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Essentials"", ""TV"", ""Other induction stove"", ""Free dryer"", ""Freezer"", ""Outdoor dining area"", ""First aid kit"", ""Kitchen""]",,1,365,3.0,3.0,365.0,365.0,3.0,365.0,,t,0,0,0,0,2024-09-06,3,3,0,2024-06-21,2024-06-30,4.67,4.67,5.0,5.0,5.0,4.67,4.67,0363 687C A11C AF9F 5851,f,1,1,0,0,1.15
282,928915407240398231,https://www.airbnb.com/rooms/928915407240398231,20240905174946,2024-09-06,city scrape,Amsterdam Beach House.,"Large house. Stylishly furnished. For cooking lovers. With large garden and roof terrace on the south, and beautiful views over the IJmeer. Quiet location, near the city beach of Amsterdam. And that at 15 minutes tram from the central station of Amsterdam.  Four bedrooms. Only available for families and families.","Quiet neighborhood. With mall for daily groceries. Two supermarkets. A good butcher, and two bakeries. Within walking distance numerous restaurants. Tram will take you in 15 minutes in the city center of Amsterdam.",https://a0.muscache.com/pictures/miso/Hosting-928915407240398231/original/176d98fd-1bb4-449b-bde5-452b5522ff4f.jpeg,10223378,https://www.airbnb.com/users/show/10223378,Cor,2013-11-24,"Amsterdam, Netherlands","Favoriete schrijvers: Paul Auster, Murakami, Tom Wolfe
Favoriete steden: Barcelona, Zürich, Hanoi, Hongkong, Sydney, Chicago, Antwerpen, Londen, Rome.
Favoriete landen: Birma, Vietnam, Italië, Spanje, Frankrijk (met kinderen)

",within a day,100%,55%,f,https://a0.muscache.com/im/users/10223378/profile_pic/1420747680/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/10223378/profile_pic/1420747680/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",IJburg - Zeeburgereiland,,52.35728,4.9976,Entire home,Entire home/apt,5,3.5,3.5 baths,4.0,4.0,"[""Garden view"", ""Bay view"", ""Washer"", ""Dedicated workspace"", ""Outdoor furniture"", ""Lake view"", ""BBQ grill"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Free parking on premises"", ""Lake access"", ""Beach access \u2013 Beachfront"", ""Hair dryer"", ""Beach view"", ""Wifi"", ""Dryer"", ""Hangers"", ""Essentials"", ""TV"", ""Outdoor dining area"", ""First aid kit"", ""Kitchen""]",$549.00,3,365,3.0,3.0,365.0,365.0,3.0,365.0,,t,0,25,55,314,2024-09-06,2,1,1,2023-08-11,2024-08-15,4.0,3.5,5.0,5.0,4.5,4.5,4.0,0363 13CD FE47 DBD0 03E5,f,1,1,0,0,0.15
316,905721738522263026,https://www.airbnb.com/rooms/905721738522263026,20240905174946,2024-09-05,city scrape,Lovely house for families,"Modern, family friendly house in Amsterdam Noord, the hippest part of the city. Only ten minutes bike ride from the old city center. <br /><br />Enjoy our 150m² house, beautifully designed and fully suitable for families. The house has three bedrooms, a spacious living room, a fully-equipped kitchen, bathroom with bath and shower, and a garden to unwind after a long day.<br /><br />Please note, that if there will be any damages or issues during your stay - you will be charged a fee of 50 EUR and up.",,https://a0.muscache.com/pictures/miso/Hosting-905721738522263026/original/61931d93-8fa7-4213-adb2-520777b5d89c.jpeg,5296180,https://www.airbnb.com/users/show/5296180,Femke,2013-03-03,"Amsterdam, Netherlands","I am Dutch and live together with my British partner and our two wonderful kids of 9 and 12 years old. I love art, museums, jogging, and nature.",,,50%,f,https://a0.muscache.com/im/pictures/user/4dbd8569-44b4-4d1d-a618-54abcf2d26ac.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4dbd8569-44b4-4d1d-a618-54abcf2d26ac.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,Oud-Noord,,52.3929801,4.9063715,Entire home,Entire home/apt,5,1.0,1 bath,3.0,4.0,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Body soap"", ""Central heating"", ""Washer"", ""Private backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Cooking basics"", ""BBQ grill"", ""Children's playroom"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Sound system"", ""Cleaning products"", ""Blender"", ""Microwave"", ""Refrigerator"", ""Hammock"", ""Wine glasses"", ""Free parking on premises"", ""Bathtub"", ""Oven"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Conditioner"", ""Wifi"", ""Mosquito net"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Essentials"", ""Outdoor playground"", ""TV"", ""Board games"", ""Outdoor dining area"", ""Freezer"", ""First aid kit"", ""Shampoo"", ""Kitchen"", ""Bed linens""]",$300.00,5,20,5.0,5.0,20.0,20.0,5.0,20.0,,t,0,0,0,258,2024-09-05,2,2,0,2024-05-11,2024-08-04,5.0,5.0,5.0,5.0,5.0,4.5,4.0,0363 DAF1 E059 BF1F 6712,f,1,1,0,0,0.51
328,989115749610461007,https://www.airbnb.com/rooms/989115749610461007,20240905174946,2024-09-06,previous scrape,Full family garden home,"Luxury (100m2) apartment for a family with kids. 2 floors with a green garden.  <br />Ground floor with 1 bedroom/study, 2 sofas convertible to double and 1.5 beds. A leaving room (with a fire place) with an open kitchen with a direct access to a spacious garden with an outdoor dining area. Second floor with 2 bedrooms (1 master, 1 kids - 2 double bank beds, fits kids aged <10) and a study. Bathroom with a bath, standing shower, 2 sinks and a toilet. Next to Pijp, Amstel river and tram lines 4,12 .","Walking distance from the Amstel river, tram lines 4,12, metro/train  station Amstel. Coffees, restaurants, grocery shops in a 400m radius.",https://a0.muscache.com/pictures/miso/Hosting-989115749610461007/original/fc3b0693-eac3-4ee2-8de5-3134956ec99b.jpeg,220752520,https://www.airbnb.com/users/show/220752520,David,2018-10-15,"Amsterdam, Netherlands",,,,,f,https://a0.muscache.com/im/pictures/user/dda778ab-6d2e-4ab6-809e-e67b45b74136.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dda778ab-6d2e-4ab6-809e-e67b45b74136.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Pijp - Rivierenbuurt,,52.34328,4.91006,Entire rental unit,Entire home/apt,6,,1.5 baths,3.0,,"[""Dishes and silverware"", ""Toaster"", ""Paid parking on premises"", ""Shower gel"", ""Outlet covers"", ""Coffee"", ""Body soap"", ""Central heating"", ""Washer"", ""Private backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""Babysitter recommendations"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Baby safety gates"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Standalone high chair - always at the listing"", ""Mini fridge"", ""Crib - always at the listing"", ""Microwave"", ""Refrigerator"", ""Hammock"", ""Coffee maker: espresso machine"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Baby monitor - available upon request"", ""Private entrance"", ""Electric stove"", ""Ceiling fan"", ""Stainless steel single oven"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Indoor fireplace"", ""Bikes"", ""Conditioner"", ""Wifi"", ""Dishwasher"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Outdoor playground"", ""Books and reading material"", ""Paid parking garage off premises"", ""Pack \u2019n play/Travel crib - available upon request"", ""TV"", ""Children\u2019s dinnerware"", ""Board games"", ""Fire pit"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Children\u2019s bikes"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",,5,10,5.0,5.0,10.0,10.0,5.0,10.0,,t,0,0,0,0,2024-09-06,0,0,0,,,,,,,,,,0363 E272 3FC2 3B6B 9877,f,1,1,0,0,
329,1124590917944589112,https://www.airbnb.com/rooms/1124590917944589112,20240905174946,2024-09-06,previous scrape,Lovely family home in Amsterdam,"Large family house with garden, within walking distance of the ferry with which you will be in the city center of Amsterdam within 10 minutes!<br />Child friendly neighborhood, full of greenery and play areas and free parking in front of the house. <br />- Smoking is not allowed <br />-No group of friends.",,https://a0.muscache.com/pictures/miso/Hosting-1124590917944589112/original/830f216c-bf16-4dca-a31d-cdddf77b10a0.jpeg,457779030,https://www.airbnb.com/users/show/457779030,Tessa,2022-05-06,,,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/dce9d711-20a7-4535-99bf-aa8b7d4af8a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dce9d711-20a7-4535-99bf-aa8b7d4af8a5.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Noord-West,,52.40771497478466,4.906124123503282,Entire home,Entire home/apt,5,,1 bath,4.0,,"[""Smoke alarm"", ""Washer"", ""Heating"", ""TV"", ""Private backyard"", ""Free parking on premises"", ""Clothing storage"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Bed linens""]",,4,7,4.0,4.0,7.0,7.0,4.0,7.0,,t,0,0,0,0,2024-09-06,1,1,0,2024-05-02,2024-05-02,5.0,5.0,4.0,5.0,5.0,5.0,3.0,036327E36EF8C5E22849,f,1,1,0,0,0.23
346,1224506532367011674,https://www.airbnb.com/rooms/1224506532367011674,20240905174946,2024-09-05,city scrape,Unique houseboat in Amsterdam,"This memorable place is anything but ordinary.<br />This is the most characteristic way to stay and enjoy Amsterdam and its surroundings: with a luxury stay on real Houseboat - 15 mins from city center, in a quiet area with a large garden, a private wood-fired hot tub outside and beautiful views.",,https://a0.muscache.com/pictures/miso/Hosting-1224506532367011674/original/3c919452-7e52-4228-b973-1f52c8b34bd5.jpeg,2313505,https://www.airbnb.com/users/show/2313505,Madelon,2012-05-07,"Amsterdam, Netherlands",I love to travel & discover new places. Also happy to host guest in our lovely beach house in The Netherlands.,within a few hours,100%,67%,f,https://a0.muscache.com/im/pictures/user/ef657b11-c71b-4985-9c83-85abc1656ae9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ef657b11-c71b-4985-9c83-85abc1656ae9.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,De Aker - Nieuw Sloten,,52.335745394104976,4.798862400924742,Houseboat,Entire home/apt,5,2.0,2 baths,3.0,4.0,"[""Outdoor shower"", ""Smoke alarm"", ""Washer"", ""TV"", ""Dedicated workspace"", ""Hot tub"", ""Indoor fireplace"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Wifi"", ""Lake access"", ""Kitchen""]",$275.00,7,28,7.0,7.0,28.0,28.0,7.0,28.0,,t,0,0,0,38,2024-09-05,0,0,0,,,,,,,,,,0363 3DED 219E FB63 4481,f,1,1,0,0,
375,1148685325794487219,https://www.airbnb.com/rooms/1148685325794487219,20240905174946,2024-09-06,previous scrape,Chasse Grand Deluxe 217,"Accommodation is in a monumental building. A former Roman Catholic church has been converted into a hotel, restaurant and a theater. You are welcomed in a cozy pastoral home, after which you can check in to luxurious (family)rooms with private kitchen, bathroom with rain shower and luxurious beds. Accommodation is located in Amsterdam East, a neighborhood with rich history and good connection with public transport. In 20 minutes you are in the center on the Dam of Amsterdam!",,https://a0.muscache.com/pictures/miso/Hosting-1050164477671499102/original/6911e89c-2285-484a-b16c-f315f2645ff3.jpeg,273266448,https://www.airbnb.com/users/show/273266448,Vlad,2019-07-03,"Amsterdam, Netherlands",,within an hour,89%,100%,f,https://a0.muscache.com/im/pictures/user/2be1ddab-7ec8-4e31-b5aa-b317523085eb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2be1ddab-7ec8-4e31-b5aa-b317523085eb.jpg?aki_policy=profile_x_medium,Oud-West,11,13,"['email', 'phone']",t,t,,Watergraafsmeer,,52.3518976,4.9249559,Room in hotel,Private room,6,,1 private bath,1.0,,"[""Dishes and silverware"", ""Shower gel"", ""Body soap"", ""Dedicated workspace"", ""Paid parking off premises"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Cleaning products"", ""Mini fridge"", ""Building staff"", ""Microwave"", ""Clothing storage"", ""Refrigerator"", ""Wine glasses"", ""Safe"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bikes"", ""EV charger"", ""Self check-in"", ""Wifi"", ""Air conditioning"", ""Hangers"", ""Heating"", ""TV"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Kitchen"", ""Bed linens""]",,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,24,53,83,356,2024-09-06,0,0,0,,,,,,,,,,Exempt,t,10,4,6,0,
406,1182324818924813675,https://www.airbnb.com/rooms/1182324818924813675,20240905174946,2024-09-06,previous scrape,Appartement in stadsdeel centrum,"This typical Amsterdam apartment is centrally located, within 5 minutes walking distance of Dam Square, Rokin, Rembrandtplein and the nine streets. The apartment is on the third floor so you have a beautiful view over the Amstel and the city. <br /><br />It is very spacious (100 m2) and also feels quiet because it is located on the water. The apartment is stylishly decorated and has 3 bedrooms, a bathroom and a spacious living room / kitchen.",,https://a0.muscache.com/pictures/miso/Hosting-1182324818924813675/original/0fd2c8fa-2cae-43fd-ac2a-f4a8579503b9.jpeg,83487785,https://www.airbnb.com/users/show/83487785,Nadine,2016-07-13,,,within a day,80%,40%,f,https://a0.muscache.com/im/pictures/user/User-83487785/original/00a7253b-c80a-447b-9bca-aeadf7374555.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-83487785/original/00a7253b-c80a-447b-9bca-aeadf7374555.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Centrum-Oost,,52.36767238690038,4.897859715344222,Entire rental unit,Entire home/apt,6,,1 bath,3.0,,"[""Dishes and silverware"", ""Record player"", ""Washer"", ""Portable fans"", ""Dedicated workspace"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Cleaning products"", ""Smeg refrigerator"", ""Microwave"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Bluetooth sound system"", ""Hair dryer"", ""Wifi"", ""Single oven"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Books and reading material"", ""Heating"", ""TV"", ""Board games"", ""Other induction stove"", ""Paid dryer"", ""Long term stays allowed"", ""Freezer"", ""Kitchen"", ""Bed linens""]",,3,30,3.0,3.0,30.0,30.0,3.0,30.0,,t,0,0,0,0,2024-09-06,1,1,0,2024-08-01,2024-08-01,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0363 30D8 C2BB CA0B A1D8,f,1,1,0,0,0.81
473,922912528297823237,https://www.airbnb.com/rooms/922912528297823237,20240905174946,2024-09-05,city scrape,Family villa in Amsterdam,,,https://a0.muscache.com/pictures/miso/Hosting-922912528297823237/original/1573ca0d-ea5a-4707-8a2f-435f2ea74cd2.jpeg,415688382,https://www.airbnb.com/users/show/415688382,Jamila,2021-07-28,"Amsterdam, Netherlands",,,,,f,https://a0.muscache.com/im/pictures/user/User-415688382/original/03ab8d42-5ec1-422f-b6aa-ddf5ce8f5611.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-415688382/original/03ab8d42-5ec1-422f-b6aa-ddf5ce8f5611.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,De Aker - Nieuw Sloten,,52.3426627,4.8223296,Entire home,Entire home/apt,6,1.5,1.5 baths,2.0,1.0,"[""Smoke alarm"", ""Washer"", ""TV"", ""Free parking on premises"", ""Lake access"", ""Exterior security cameras on property"", ""Outdoor dining area"", ""First aid kit"", ""BBQ grill"", ""Wifi"", ""Fire extinguisher"", ""Kitchen""]",$300.00,14,30,14.0,14.0,30.0,30.0,14.0,30.0,,,23,53,83,83,2024-09-05,0,0,0,,,,,,,,,,,f,1,1,0,0,
491,50613624,https://www.airbnb.com/rooms/50613624,20240905174946,2024-09-06,city scrape,The Lighthouse with Hot Tub,"A five-bed cottage of 65 m² with stairs leading to a unique second bedroom with a glass skylight and perfect views of our Dutch landscape. Large sliding doors on the ground floor open onto a private terrace with loungers and a private wood-fired hot tub next to it. <br /><br />The Lighthouse is fully equipped, including two large bedrooms, a sofa bed in the living room, a full kitchen with oven, dishwasher and Quooker.",,https://a0.muscache.com/pictures/prohost-api/Hosting-50613624/original/33a5bee2-6a1c-4d91-83ea-ad680a2e8995.jpeg,408898089,https://www.airbnb.com/users/show/408898089,The Unbound,2021-06-24,,,within a few hours,100%,98%,f,https://a0.muscache.com/im/pictures/user/96e3b745-5500-42c6-9caa-2b95fd04e521.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/96e3b745-5500-42c6-9caa-2b95fd04e521.jpg?aki_policy=profile_x_medium,,7,8,"['email', 'phone']",t,t,,Geuzenveld - Slotermeer,,52.38108082524378,4.7801140910868325,Room in boutique hotel,Private room,5,1.0,1 private bath,2.0,2.0,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Dedicated workspace"", ""Private patio or balcony"", ""Pets allowed"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Zenology shampoo"", ""Clothing storage"", ""Refrigerator"", ""Wine glasses"", ""Free parking on premises"", ""Coffee maker: Nespresso"", ""Zenology conditioner"", ""Zenology body soap"", ""Electric stove"", ""Safe"", ""Oven"", ""Private hot tub"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Air conditioning"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""Board games"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",$334.00,1,12,1.0,999.0,999.0,999.0,10.3,999.0,,t,21,42,72,217,2024-09-06,35,27,4,2021-07-25,2024-09-02,4.71,4.66,4.69,4.83,4.66,4.57,4.46,Exempt,t,7,3,4,0,0.92
