,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
145,1061702854668751102,https://www.airbnb.com/rooms/1061702854668751102,20240905174946,2024-09-05,city scrape,Stylish Stay Near Amsterdam's Vibrant Center,"This cozy one-bedroom apartment offers a delightful retreat for your stay in Amsterdam. The space is thoughtfully designed and fully furnished to provide you with everything you need for a comfortable and enjoyable stay. The apartment also includes a well-equipped kitchen.The location of the apartment is truly unbeatable. Situated in West, it provides a central and well-connected base for your Amsterdam adventures. Public transportation options are easily accessible.",,https://a0.muscache.com/pictures/hosting/Hosting-1061702854668751102/original/0b3a8cfd-fa34-4b32-86db-cf42b7f71658.jpeg,145230336,https://www.airbnb.com/users/show/145230336,Matilde,2017-08-09,"Amsterdam, Netherlands",I'm  Italian Lawyer living and working in Amsterdam. I travel often and hence rent my apartment.,within a day,70%,29%,f,https://a0.muscache.com/im/pictures/user/4670605e-eada-4033-b761-fe8bb6957647.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4670605e-eada-4033-b761-fe8bb6957647.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,De Baarsjes - Oud-West,,52.36295745813845,4.857848079422428,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Books and reading material"", ""Washer"", ""Heating"", ""Dedicated workspace"", ""TV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix, premium cable"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Hot water""]",$170.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,7,28,58,214,2024-09-05,0,0,0,,,,,,,,,,0363 8AB7 7E56 292C A96A,f,1,1,0,0,
150,1063875289084562417,https://www.airbnb.com/rooms/1063875289084562417,20240905174946,2024-09-06,previous scrape,Beethoven Palace,,"The apartment is located in the popular Beethovenstraat with a wide range of cozy restaurants and cafes, clothing stores, various delicatessens and supermarkets. <br /><br />The Zuidas, Beatrixpark, Vondelpark, Museumplein and de Pijp are all within walking distance.<br /><br />The tram stop is in the street, where you can easily be in the center (Dam square, Rembrandt square, Kalverstraat) of Amsterdam within 15 minutes.",https://a0.muscache.com/pictures/hosting/Hosting-1063875289084562417/original/b48838fc-c2f3-479b-ae95-d8dc0d9090eb.jpeg,172796814,https://www.airbnb.com/users/show/172796814,Yasmin,2018-02-11,"Amsterdam, Netherlands",,within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/User-172796814/original/c22d9a71-6e61-4e60-959d-f8d4ba40494e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-172796814/original/c22d9a71-6e61-4e60-959d-f8d4ba40494e.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",Zuid,,52.350041548385,4.878037646412849,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Washer"", ""Dedicated workspace"", ""Private patio or balcony"", ""Outdoor furniture"", ""Cooking basics"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Hot water"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Refrigerator"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Paid street parking off premises"", ""Oven"", ""Portable heater"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Cleaning available during stay"", ""Dishwasher"", ""Hot water kettle"", ""Clothing storage: wardrobe"", ""Hangers"", ""Dining table"", ""Essentials"", ""Backyard"", ""TV"", ""Board games"", ""Long term stays allowed"", ""Freezer"", ""Shampoo"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",,22,60,1.0,22.0,60.0,60.0,21.6,60.0,,,0,0,0,3,2024-09-06,0,0,0,,,,,,,,,,,f,1,1,0,0,
167,1158044473735649753,https://www.airbnb.com/rooms/1158044473735649753,20240905174946,2024-09-06,city scrape,Modern Appartement Amsterdam City View,This centrally located property is tastefully decorated. And has all the amenities to make a great stay succeed.,,https://a0.muscache.com/pictures/hosting/Hosting-1158044473735649753/original/c253bcfc-3f5e-49d8-a586-e79d94db7953.jpeg,432993604,https://www.airbnb.com/users/show/432993604,Lars Pieter,2021-11-22,,,within a day,90%,50%,f,https://a0.muscache.com/im/pictures/user/3a4f4f54-8f5c-45d1-84df-c06720a90444.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3a4f4f54-8f5c-45d1-84df-c06720a90444.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,De Baarsjes - Oud-West,,52.36728,4.87186,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,0.0,"[""Dishes and silverware"", ""Coffee"", ""Body soap"", ""Central heating"", ""Washer"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Ethernet connection"", ""Microwave"", ""Refrigerator"", ""Central air conditioning"", ""Wine glasses"", ""Ceiling fan"", ""Oven"", ""EV charger"", ""Conditioner"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Clothing storage: wardrobe"", ""Hangers"", ""HDTV with Amazon Prime Video, Chromecast, Netflix, standard cable, Hulu, HBO Max, Disney+"", ""Dining table"", ""Freezer"", ""Laundromat nearby"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",$215.00,2,25,2.0,2.0,25.0,25.0,2.0,25.0,,t,4,4,4,110,2024-09-06,3,3,1,2024-07-18,2024-08-25,4.67,4.67,5.0,4.67,5.0,4.67,4.67,03635E2B63A45B829D69,f,1,1,0,0,1.76
174,774574057894607215,https://www.airbnb.com/rooms/774574057894607215,20240905174946,2024-09-05,city scrape,"Light, cozy, centrally-located studio apartment","Studio-apartment in one of Amsterdam's nicest neighbourhoods, including all necessary amenities.",,https://a0.muscache.com/pictures/miso/Hosting-774574057894607215/original/4a5a55ae-22c7-4305-96db-10d35d82c36d.jpeg,134373874,https://www.airbnb.com/users/show/134373874,Pepijn,2017-06-10,"Amsterdam, Netherlands",,within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/fbafd07e-7884-4c33-b485-03dbde844d7f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fbafd07e-7884-4c33-b485-03dbde844d7f.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,De Baarsjes - Oud-West,,52.36768444995919,4.87430442767334,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smoke alarm"", ""Iron"", ""Washer"", ""TV"", ""First aid kit"", ""Exercise equipment"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen""]",$125.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,4,34,64,339,2024-09-05,1,0,0,2023-03-15,2023-03-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0363 7D59 5168 3AF8 00BB,f,1,1,0,0,0.06
179,14343204,https://www.airbnb.com/rooms/14343204,20240905174946,2024-09-05,previous scrape,Houseboat Amsterdam City Centre,"My place is good for couples, solo adventurers, business travelers and families (with kids).",,https://a0.muscache.com/pictures/4d0473fc-8d58-4111-9201-fd3a1efd1a92.jpg,82812635,https://www.airbnb.com/users/show/82812635,Hans & Fonteyn,2016-07-10,"Amsterdam, Netherlands","Hello We are Hans and Fonteyn, owner and hosts of this wonderful houseboat, originally a luxe motor freight ship. Located in the beating heart of Amsterdam. Surrounded by de sixteen century canal houses, ready for you as a accommodation during a visit to Amsterdam. Also family friendly, although keep in mind that you are surrounded by water. Interested? Contact us",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/a43c6414-2198-4287-bb76-fb3c957c4eaa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a43c6414-2198-4287-bb76-fb3c957c4eaa.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Westerpark,,52.38954,4.8909,Houseboat,Entire home/apt,4,,1.5 baths,2.0,,"[""Dishes and silverware"", ""Washer"", ""Coffee maker"", ""Paid parking off premises"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Microwave"", ""Refrigerator"", ""Host greets you"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Heating"", ""TV"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen""]",,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,t,0,1,1,1,2024-09-05,69,6,1,2016-08-23,2024-08-26,4.94,4.94,4.81,4.97,5.0,4.88,4.78,0363 4EC8 48E3 4C0F E528,f,1,1,0,0,0.71
189,34321791,https://www.airbnb.com/rooms/34321791,20240905174946,2024-09-06,previous scrape,Nice house in Amsterdam Oost,"My house is located un Amsterdam Oost, nearby Osterpark, Dappermarkt and Muiderport station. <br />In this area you will find a lot of restaurant, coffe, supermarket and all kind of shop.<br />The flat has 2 bedroom (1 double bed and 1 single bed), private kitchen, living room.<br />In the house there is the WI-FI , TV with Netflix and all the comfort you need.",,https://a0.muscache.com/pictures/6bc200ce-295f-463d-ac75-65942fa611a4.jpg,13693219,https://www.airbnb.com/users/show/13693219,Chiara,2014-03-30,"Amsterdam, Netherlands",,within a day,100%,39%,f,https://a0.muscache.com/im/pictures/user/0dbfa6ee-2213-4012-a922-fff0780fb5a2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0dbfa6ee-2213-4012-a922-fff0780fb5a2.jpg?aki_policy=profile_x_medium,Indische Buurt,1,1,"['email', 'phone']",t,t,,Oostelijk Havengebied - Indische Buurt,,52.35988,4.93393,Entire condo,Entire home/apt,3,,1 bath,2.0,,"[""Dishes and silverware"", ""Essentials"", ""Iron"", ""Heating"", ""Coffee maker"", ""Hair dryer"", ""Room-darkening shades"", ""Wifi"", ""63 inch HDTV with Netflix"", ""Kitchen"", ""Bed linens"", ""Hot water""]",,1,10,1.0,1.0,10.0,10.0,1.0,10.0,,t,0,0,0,0,2024-09-06,20,1,0,2019-07-09,2023-09-24,4.45,4.6,4.35,4.8,4.85,4.4,4.1,0363 A73F 5FCF 4FA4 7E06,f,1,1,0,0,0.32
191,5133110,https://www.airbnb.com/rooms/5133110,20240905174946,2024-09-05,city scrape,Canal View House in 9streets! Private house,Keizer Canal View House in 9streets,,https://a0.muscache.com/pictures/1ca6b978-1e1a-4e8f-8971-9b5b17f6678a.jpg,25832900,https://www.airbnb.com/users/show/25832900,Peike,2015-01-09,"Amsterdam, Netherlands",,within a day,50%,46%,f,https://a0.muscache.com/im/users/25832900/profile_pic/1425288993/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/25832900/profile_pic/1425288993/original.jpg?aki_policy=profile_x_medium,Grachtengordel,1,3,"['email', 'phone']",t,t,,Centrum-West,,52.3687,4.88595,Private room in bed and breakfast,Private room,4,1.0,1 private bath,2.0,2.0,"[""Dishes and silverware"", ""Washer"", ""Pets allowed"", ""Babysitter recommendations"", ""Coffee maker"", ""Cooking basics"", ""Smoke alarm"", ""Iron"", ""Microwave"", ""Crib"", ""Oven"", ""High chair"", ""Hair dryer"", ""Indoor fireplace"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Heating"", ""TV"", ""Shampoo"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",$150.00,1,1125,1.0,15.0,1125.0,1125.0,13.6,1125.0,,t,14,28,53,262,2024-09-05,34,4,0,2015-06-03,2024-04-28,4.68,4.68,4.79,4.71,4.68,4.91,4.59,0363 4B56 83D3 A6EE 04AD,f,1,0,1,0,0.3
203,551470103531913655,https://www.airbnb.com/rooms/551470103531913655,20240905174946,2024-09-05,city scrape,Full apartment with amazing rooftop in Amsterdam,"Beautiful apartment on the South side of Amsterdam (Hoofddorppleinbuurt). Within 5 minutes by bike to the Vondelpark and 15 minutes to the Pijp (neighbourhood). Nice restaurants and bars at walking distance. Balcony on the south side of the apartment with morning sun and fully equipped roof terrace with loungeset, BBQ and diner table. <br /><br />Spacious living room, fully equipped kitchen, flatscreen TV, Wifi, Bathtub and separate shower.<br /><br />Affordable parking availability at walking distance.",,https://a0.muscache.com/pictures/miso/Hosting-551470103531913655/original/8fb80f15-3173-49d7-9440-145844deaeaf.jpeg,16693219,https://www.airbnb.com/users/show/16693219,Diederick,2014-06-12,"Amsterdam, Netherlands",,within a day,100%,75%,f,https://a0.muscache.com/im/pictures/user/72139115-e18e-4d4c-9adb-8743693c84ae.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/72139115-e18e-4d4c-9adb-8743693c84ae.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Zuid,,52.34557,4.84637,Entire condo,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Dishes and silverware"", ""Toaster"", ""Free washer \u2013 In unit"", ""Central heating"", ""Rice maker"", ""Private patio or balcony"", ""Cooking basics"", ""Stainless steel stove"", ""BBQ grill"", ""Hot water"", ""Stainless steel oven"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Ethernet connection"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Coffee maker: Nespresso"", ""HDTV with Chromecast, premium cable, Netflix"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""EV charger"", ""Self check-in"", ""Clothing storage: dresser"", ""Wifi"", ""Dishwasher"", ""Dining table"", ""Essentials"", ""Outdoor dining area"", ""Freezer"", ""Kitchen"", ""Bed linens""]",$200.00,3,30,2.0,3.0,30.0,30.0,3.0,30.0,,t,2,2,2,2,2024-09-05,19,6,2,2022-02-26,2024-08-22,5.0,4.95,4.84,4.84,4.95,4.74,4.89,0363 263B 5B6B D754 EB90,f,1,1,0,0,0.62
219,1150471811873983649,https://www.airbnb.com/rooms/1150471811873983649,20240905174946,2024-09-06,city scrape,Traditional bunker ship,"A beautiful boat (65m2) in Amsterdam north. Close to tram 26, which takes you to Centraal Station station in 5 minutes. The boat has a high bed in the tip and a sofa bed in the intermediate space. There is a kitchen with all the amenities to cook yourself. Downstairs is a large dining table and above a cabin where you can enjoy the views. With lots of outdoor space you can lie in the hammock or start the day with a dip! Parking is possible",,https://a0.muscache.com/pictures/hosting/Hosting-1150471811873983649/original/e2b90114-6f08-45a3-ab76-a055e8315a5d.jpeg,114051248,https://www.airbnb.com/users/show/114051248,Sandrine,2017-01-30,"Amsterdam, Netherlands",,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/f665cdea-81fe-4ae9-8f51-48e6996134fb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f665cdea-81fe-4ae9-8f51-48e6996134fb.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Noord-Oost,,52.380921900980375,4.973524349379741,Boat,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Coffee"", ""Body soap"", ""Central heating"", ""Washer"", ""Private patio or balcony"", ""Coffee maker"", ""Other gas stove"", ""BBQ grill"", ""Hot water"", ""Drying rack for clothing"", ""Sound system"", ""Blender"", ""Refrigerator"", ""Hammock"", ""Wine glasses"", ""Lake access"", ""Free parking on premises"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Board games"", ""Freezer"", ""Shampoo"", ""Kitchen"", ""Bed linens""]",$150.00,2,365,2.0,3.0,365.0,365.0,2.0,365.0,,t,13,13,13,13,2024-09-06,11,11,7,2024-06-03,2024-09-01,4.91,4.91,4.82,4.82,4.91,5.0,4.82,Exempt,f,1,1,0,0,3.44
231,749082855659649888,https://www.airbnb.com/rooms/749082855659649888,20240905174946,2024-09-06,previous scrape,Modern & lovely appartment in Amsterdam,"We open our modern and cosy appartment to host couples and young families.<br /><br />We're located in a local neighbourhood within 5mins walking distance from the Vondelpark and just 15-20 minutes by public transport to the city centre (Dam square, Rijksmuseum, Leidse Plein, Negen Straatjes etc.)<br /><br />The living and dining room and kitchen on the 1st floor have plenty of amenities (TV, WiFi, appliances, laundry) with a bedroom (160x200) and a study with workspace and pull-out sofabed (140x200) upstairs",,https://a0.muscache.com/pictures/miso/Hosting-749082855659649888/original/d2f24bcc-d3a1-49ad-9b8e-2ef250712078.jpeg,34090403,https://www.airbnb.com/users/show/34090403,Max,2015-05-24,"Amsterdam, Netherlands",Hi! I'm Max. I live in Amsterdam  and love travelling and cooking,within a day,100%,33%,f,https://a0.muscache.com/im/pictures/user/736603a2-23d3-4a9b-b103-c088a9a08655.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/736603a2-23d3-4a9b-b103-c088a9a08655.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,De Baarsjes - Oud-West,,52.3606615,4.8543571,Entire condo,Entire home/apt,4,,1.5 baths,2.0,,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Record player"", ""Body soap"", ""Central heating"", ""Portable fans"", ""Dedicated workspace"", ""Private patio or balcony"", ""Coffee maker"", ""Outdoor furniture"", ""Cooking basics"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Microwave"", ""Clothing storage"", ""Refrigerator"", ""Wine glasses"", ""Extra pillows and blankets"", ""Paid street parking off premises"", ""Oven"", ""Self check-in"", ""Conditioner"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""49 inch HDTV with Amazon Prime Video, Chromecast, HBO Max, Netflix, standard cable"", ""Board games"", ""Fast wifi \u2013 166 Mbps"", ""Baking sheet"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",,4,14,4.0,4.0,14.0,14.0,4.0,14.0,,t,0,0,0,0,2024-09-06,4,1,0,2022-11-29,2024-07-23,5.0,5.0,4.75,5.0,5.0,5.0,5.0,0363 77AF 10D6 060C 2696,f,1,1,0,0,0.19
244,25783948,https://www.airbnb.com/rooms/25783948,20240905174946,2024-09-06,city scrape,Stylish & Loft-like Apartment in perfect location!,"This apartment will charm you with its open, bright and loft-like atmosphere! <br />The huge windows on both sides, the long balcony to the green courtyard, the plastering on the ceiling and the old wooden floor give the apartment its unique Amsterdamer charm while being freshly renovated and equipped with a highly modern kitchen and bathroom. <br />And the location couldn’t be any better! Oud-West is the perfect starting point for explorations of the city because it’s located in the middle of Amsterdam.","The beautiful Vondelpark is in 5-minutes walking distance and to the Grachtengordel you don’t need longer than a 5-minutes bike ride. Besides being so greatly located, my neighborhood is also a really authentic one where many young locals choose to live because of its lively and cheerful character. In a radius of 1km, actually at all corners of my street, you have nice and unique restaurants, cafés and bars. On the Jan-Pieter Heijestraat (2 minutes’ walk) and Kinkerstraat (5 minutes’ walk) you can find all kinds of shops, such as Albert Heijn, Ekoplaza, Bestseller, Hema, etc. A great bike rental shop is also just around the corner – so you really get here everything you’ll need, and I’ll prepare you a brochure with all my tips and recommendations.",https://a0.muscache.com/pictures/73480125-d31d-4219-829d-a2b1b3b5ebe4.jpg,3651457,https://www.airbnb.com/users/show/3651457,Carlotta,2012-09-23,"Amsterdam, Netherlands",...,within a day,67%,62%,f,https://a0.muscache.com/im/pictures/user/User-3651457/original/a076899d-7013-4b16-9f26-1b679c92781c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-3651457/original/a076899d-7013-4b16-9f26-1b679c92781c.jpeg?aki_policy=profile_x_medium,Oud-West,1,1,"['email', 'phone']",t,t,"Amsterdam, Noord-Holland, Netherlands",De Baarsjes - Oud-West,,52.36044,4.86223,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Body soap"", ""Washer"", ""Dedicated workspace"", ""Private patio or balcony"", ""Clothing storage: walk-in closet"", ""Coffee maker"", ""Paid parking off premises"", ""Pets allowed"", ""Cooking basics"", ""Hot water"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Extra pillows and blankets"", ""Sound system with aux"", ""Host greets you"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",$209.00,3,7,3.0,3.0,7.0,7.0,3.0,7.0,,t,14,14,14,14,2024-09-06,47,5,1,2018-06-24,2024-08-11,4.94,4.94,4.98,4.91,4.98,4.89,4.77,0363 FA9A CD73 E494 3BB7,f,1,1,0,0,0.62
245,1098278299037282869,https://www.airbnb.com/rooms/1098278299037282869,20240905174946,2024-09-06,previous scrape,Bright & cosy apartment Jordaan,"Enjoy a cosy (gezellig in Dutch) experience in this apartment decorated with love and some style ;) The apartment is double-sided and renovated. The living room is facing SE, meaning there is a lot of light! It is quite spacious, quiet with a lot of plants.<br /><br />The neighbourhood is beautiful and the residents take care of all the plants on the street. There are a few very picturesque (but not so crowded) canals close by and the whole cafe/restaurant/shop district of the Jordaan is within 5min walk.",,https://a0.muscache.com/pictures/miso/Hosting-1098278299037282869/original/07dbf5dc-f446-467b-b484-6d93037329d8.jpeg,24289400,https://www.airbnb.com/users/show/24289400,Ilias,2014-11-29,"Amsterdam, Netherlands","I am a Data Scientist living in Amsterdam. Easy-going, social, optimistic and energetic. I love swing dancing, cooking, cycling, traveling, yoga and dogs. ",within a day,100%,50%,f,https://a0.muscache.com/im/pictures/user/User-24289400/original/a29cc3d1-eadf-4233-95b1-42f113c1c242.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-24289400/original/a29cc3d1-eadf-4233-95b1-42f113c1c242.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Centrum-West,,52.3761922,4.879887699999999,Entire condo,Entire home/apt,4,,1 bath,1.0,,"[""Dishes and silverware"", ""Toaster"", ""Paid parking on premises"", ""Shower gel"", ""Coffee"", ""Kitchenette"", ""Body soap"", ""Central heating"", ""Washer"", ""Private patio or balcony"", ""Pets allowed"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Drying rack for clothing"", ""Cleaning products"", ""Clothing storage: closet"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Safe"", ""Stainless steel single oven"", ""Private hot tub"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Bed linens"", ""Baking sheet""]",,2,14,2.0,2.0,14.0,14.0,2.0,14.0,,t,0,0,0,0,2024-09-06,5,5,0,2024-03-11,2024-08-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0363 BEAF 7AF3 5AF0 8CE6,f,1,1,0,0,0.83
